BANSKOBYSTRICKÝ  KRAJ ;;;;;;;;;;;;;;;;;;;;;;;;;
;;Charakteristiky osídlenia;;;;;Infraštruktúra v rómskych osídleniach;;;;;;Infraštruktúra majority;;;;Obydlia v rómskych osídleniach;;;;;;Obyvatelia rómskych osídlení;;
;;;;;;;Dostupnosť inžinierskych sietí;;;;Verejné osvetlenie;Prístupová cesta;Dostupnosť inžinierskych sietí v obci;;;;Celkový počet obydlí;Podiel legálnych obydlí;Podiel obydlí napojených na inžinierske siete;;;;Počet obyvateľov   ;;Podiel na celkovom počte obyvateľov
Názov obce;Mesto/ obec;Lokalizácia osídlenia;Poloha osídlenia;Vzdialenosť osídlenia (v m);Bariéra;Vysporiadanosť pozemkov;Vodovod ;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Plyn;Elektrina;V osídlení;Pripadajúcich na jedno obydlie;
OKRES BANSKÁ BYSTRICA;;;;;;;;;;;;;;;;;;;;;;;;;
Hostišovce;obec;;;;;;;;;;;;áno;nie;áno;nie;24;58.3;95.8;0.0;0.0;100.0;140;5.6;70.7
Hostišovce;obec;intravilán;mimo obce;200;družstvo;nevysporiadané;áno;nie;áno;nie;áno;asfaltová;;;;;10;0.0;100.0;0.0;0.0;100.0;68;6.2;
Hostišovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;14;100.0;92.9;0.0;0.0;100.0;72;5.1;
Husiná;obec;;;;;;;;;;;;áno;nie;áno;áno;26;96.2;0.0;0.0;0.0;96.2;173;6.7;34.5
Husiná;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;nie;nie;asfaltová;;;;;8;87.5;0.0;0.0;0.0;87.5;44;5.5;
Husiná;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;18;100.0;0.0;0.0;0.0;100.0;129;7.2;
Chanava;obec;;;;;;;;;;;;áno;nie;áno;áno;45;100.0;100.0;0.0;88.9;100.0;252;5.6;35.9
Chanava;obec;intravilán;na okraji;;;vysporiadané;áno;nie;áno;áno;áno;iná;;;;;38;100.0;100.0;0.0;100.0;100.0;222;5.8;
Chanava;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;7;100.0;100.0;0.0;28.6;100.0;30;4.3;
Chrámec;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;čiastočne;áno;;nie;nie;áno;áno;23;100.0;0.0;0.0;17.4;91.3;194;8.4;49.4
Ivanice;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;čiastočne;nie;áno;;nie;nie;áno;nie;13;100.0;0.0;0.0;0.0;69.2;74;4.0;37.4
Janice;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;čiastočne;nie;áno;;nie;nie;áno;áno;11;100.0;0.0;0.0;0.0;54.5;100;9.1;54.3
Jesenské;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;60;100.0;50.0;0.0;0.0;100.0;520;9.3;23.0
Jestice;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;8;100.0;75.0;0.0;0.0;87.5;30;3.8;16.4
Kaloša;obec;;;;;;;;;;;;nie;nie;áno;áno;100;91.0;0.0;0.0;11.0;97.0;465;4.7;70.5
Kaloša;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;áno;áno;iná;;;;;74;87.8;0.0;0.0;8.1;98.6;358;4.8;
Kaloša;obec;extravilán;mimo obce;1000;;nevysporiadané;nie;nie;áno;nie;nie;iná;;;;;15;100.0;0.0;0.0;0.0;100.0;40;2.7;
Kaloša;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;áno;áno;;;;;;11;100.0;0.0;0.0;45.5;81.8;67;6.1;
Kesovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;27;100.0;0.0;0.0;0.0;100.0;108;4.0;77.1
Klenovec;obec;;;;;;;;;;;;áno;čiastočne;áno;áno;103;57.3;54.4;14.6;*;100.0;675;6.5;20.7
Klenovec;obec;intravilán;na okraji;;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;47;6.4;0.0;0.0;0.0;100.0;237;5.0;
Klenovec;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;;;;;56;100.0;100.0;26.8;*;100.0;438;7.6;
Konradovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;nie;nie;áno;áno;9;100.0;44.4;0.0;11.1;100.0;34;3.8;10.8
Kráľ;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;iná;áno;nie;áno;áno;90;82.2;13.3;0.0;13.3;100.0;330;3.7;35.4
Kyjatice;obec;extravilán;mimo obce;890;;nevysporiadané;nie;nie;nie;nie;nie;asfaltová;áno;nie;áno;nie;2;0.0;0.0;0.0;0.0;0.0;8;7.0;9.5
Lenartovce;obec;;;;;;;;;;;;áno;nie;áno;áno;38;84.2;42.1;0.0;36.8;55.3;295;7.8;54.6
Lenartovce;obec;intravilán;mimo obce;100;;nevysporiadané;áno;nie;áno;áno;áno;iná;;;;;6;0.0;50.0;0.0;0.0;100.0;60;10.0;
Lenartovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;32;100.0;40.6;0.0;43.8;46.9;235;7.3;
Lipovec;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;65;30.8;0.0;0.0;0.0;100.0;60;0.9;85.7
Martinová;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;áno;áno;;nie;nie;áno;áno;30;100.0;0.0;0.0;13.3;100.0;130;4.3;64.0
Neporadza;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;19;100.0;0.0;0.0;0.0;78.9;93;4.9;30.8
Nižný Skalník;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;5;100.0;100.0;0.0;0.0;100.0;20;4.0;10.2
Nová Bašta;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;25;100.0;16.0;0.0;4.0;96.0;91;3.6;16.8
Ožďany;obec;;;;;;;;;;;;áno;čiastočne;áno;áno;*;*;*;0.0;*;*;280;*;17.7
Ožďany;obec;extravilán;mimo obce;3000;;nevysporiadané;nie;nie;áno;nie;čiastočne;iná;;;;;2;100.0;0.0;0.0;0.0;0.0;50;25.0;
Ožďany;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;;;;;*;*;*;0.0;*;*;230;*;
Padarovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;8;100.0;50.0;0.0;0.0;100.0;38;4.8;22.1
Pavlovce;obec;;;;;;;;;;;;áno;nie;áno;nie;88;95.5;68.2;0.0;0.0;96.6;260;3.0;73.9
Pavlovce;obec;intravilán;mimo obce;100;;čiastočne vysporiadané;nie;nie;áno;nie;áno;iná;;;;;5;20.0;0.0;0.0;0.0;100.0;21;4.2;
Pavlovce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;;;;;83;100.0;72.3;0.0;0.0;96.4;239;2.9;
Radnovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;88;98.9;17.0;0.0;0.0;98.9;545;6.2;85.0
Rakytník;obec;intravilán;integrované/koncentrované;;;vysporiadané;nie;nie;áno;nie;áno;asfaltová;nie;nie;áno;nie;19;78.9;0.0;0.0;0.0;78.9;146;7.7;58.9
Riečka;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;*;;áno;nie;áno;áno;15;100.0;40.0;0.0;33.3;100.0;65;4.3;28.6
Rimavská Baňa;obec;;;;;;;;;;;;áno;nie;áno;áno;23;82.6;26.1;0.0;8.7;95.7;110;6.0;25.1
Rimavská Baňa;obec;intravilán;na okraji;;;vysporiadané;nie;nie;čiastočne;nie;áno;iná;;;;;8;50.0;12.5;0.0;0.0;37.5;38;5.8;
Rimavská Baňa;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;;;;;15;100.0;33.3;0.0;13.3;100.0;72;6.1;
Rimavská Seč;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;čiastočne;áno;;áno;čiastočne;áno;áno;213;81.7;35.2;8.5;5.2;100.0;1142;5.4;63.4
Rimavská Sobota;mesto;;;;;;;;;;;;áno;áno;áno;áno;*;*;*;*;*;*;2300;*;5.9
Rimavská Sobota;mesto;intravilán;mimo obce;3000;;vysporiadané;áno;áno;áno;nie;nie;asfaltová;;;;;176;100.0;100.0;100.0;0.0;100.0;900;5.1;
Rimavská Sobota;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;nie;áno;;;;;;*;*;*;*;*;*;400;*;
Rimavské Brezovo;obec;;;;;;;;;;;;áno;nie;áno;áno;8;87.5;0.0;0.0;0.0;100.0;72;9.3;13.9
Rimavské Brezovo;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;nie;čiastočne;iná;;;;;3;66.7;0.0;0.0;0.0;100.0;23;8.3;
Rimavské Brezovo;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;áno;áno;;;;;;5;100.0;0.0;0.0;0.0;100.0;49;9.8;
Rimavské Janovce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;nie;nie;áno;áno;70;78.6;85.7;0.0;28.6;100.0;330;4.7;32.1
Slizké;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;15;80.0;0.0;0.0;0.0;53.3;116;7.7;74.8
Stránska;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;10;100.0;70.0;0.0;0.0;100.0;52;5.2;15.9
Studená;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;čiastočne;14;100.0;100.0;0.0;14.3;100.0;64;4.6;22.7
Sútor;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;67;98.5;0.0;0.0;0.0;95.5;381;6.0;89.4
Šimonovce;obec;;;;;;;;;;;;nie;čiastočne;áno;áno;22;100.0;0.0;13.6;4.5;100.0;230;10.5;46.7
Šimonovce;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;áno;áno;iná;;;;;14;100.0;0.0;0.0;0.0;100.0;75;5.4;
Šimonovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;čiastočne;áno;áno;áno;;;;;;8;100.0;0.0;37.5;12.5;100.0;155;19.4;
Širkovce;obec;;;;;;;;;;;;nie;nie;áno;áno;28;100.0;78.6;0.0;17.9;100.0;374;13.4;42.3
Širkovce;obec;intravilán;na okraji;;;vysporiadané;nie;nie;čiastočne;áno;áno;iná;;;;;12;100.0;50.0;0.0;0.0;100.0;80;6.7;
Širkovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;áno;áno;;;;;;16;100.0;100.0;0.0;31.3;100.0;294;18.4;
Španie Pole;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;8;75.0;0.0;0.0;0.0;100.0;31;4.0;35.2
Štrkovec;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;14;100.0;71.4;0.0;35.7;100.0;82;5.9;21.6
Tachty;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;25;88.0;16.0;0.0;0.0;96.0;86;3.6;15.2
Teplý Vrch;obec;intravilán;*;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;*;áno;áno;áno;áno;5;100.0;100.0;80.0;0.0;100.0;30;6.0;9.3
Tisovec;mesto;;;;;;;;;;;;áno;čiastočne;áno;áno;43;72.1;*;*;*;*;210;*;5.0
Tisovec;mesto;*;mimo obce;800;železnica;nevysporiadané;nie;nie;áno;nie;áno;iná;;;;;13;7.7;0.0;0.0;0.0;*;68;5.2;
Tisovec;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;nie;áno;;;;;;30;100.0;*;*;*;*;142;*;
Tomášovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;čiastočne;áno;;nie;nie;áno;čiastočne;15;100.0;0.0;0.0;20.0;100.0;66;4.4;33.0
Uzovská Panica;obec;;;;;;;;;;;;áno;nie;áno;čiastočne;63;96.8;0.0;0.0;6.3;96.8;409;6.6;61.2
Uzovská Panica;obec;intravilán;mimo obce;1000;;čiastočne vysporiadané;nie;nie;áno;áno;áno;asfaltová;;;;;10;100.0;0.0;0.0;20.0;100.0;62;6.2;
Uzovská Panica;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;áno;;;;;;53;96.2;0.0;0.0;3.8;96.2;347;6.6;
Valice;obec;;;;;;;;;;;;nie;nie;áno;áno;16;87.5;0.0;0.0;0.0;100.0;129;*;43.4
Valice;obec;intravilán/extravilán;mimo obce;200;;nevysporiadané;nie;nie;nie;nie;nie;iná;;;;;2;0.0;0.0;0.0;0.0;100.0;87;*;
Valice;obec;intravilán;integrované/rozptýlené;;;nevysporiadané;nie;nie;čiastočne;nie;áno;;;;;;14;100.0;0.0;0.0;0.0;100.0;42;3.3;
Včelince;obec;;;;;;;;;;;;áno;nie;áno;áno;26;88.5;69.2;0.0;26.9;96.2;160;5.8;21.3
Včelince;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;5;100.0;100.0;0.0;100.0;100.0;17;3.4;
Včelince;obec;intravilán;mimo obce;100;;vysporiadané;nie;nie;áno;nie;áno;iná;;;;;6;50.0;0.0;0.0;0.0;83.3;26;4.3;
Včelince;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;;;;;15;100.0;86.7;0.0;13.3;100.0;117;7.8;
Veľké Teriakovce;obec;;;;;;;;;;;;áno;nie;áno;áno;26;100.0;69.2;0.0;69.2;69.2;200;7.7;22.2
Veľké Teriakovce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;;;;;4;100.0;100.0;0.0;0.0;100.0;14;3.5;
Veľké Teriakovce;obec;intravilán;mimo obce;50;;čiastočne vysporiadané;áno;nie;áno;nie;áno;asfaltová;;;;;4;100.0;100.0;0.0;0.0;100.0;24;6.0;
Veľké Teriakovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;18;100.0;55.6;0.0;100.0;55.6;162;9.0;
Veľký Blh;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;čiastočne;áno;;áno;čiastočne;áno;čiastočne;*;*;*;*;*;*;344;*;30.0
Vieska nad Blhom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;15;100.0;0.0;0.0;0.0;100.0;80;5.3;51.6
Vyšné Valice;obec;;;;;;;;;;;;nie;nie;áno;čiastočne;16;100.0;0.0;0.0;0.0;56.3;76;4.8;24.5
Vyšné Valice;obec;intravilán;integrované/koncentrované;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;asfaltová;;;;;10;100.0;0.0;0.0;0.0;30.0;43;4.3;
Vyšné Valice;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;;;;;6;100.0;0.0;0.0;0.0;100.0;33;5.5;
Zádor;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;5;100.0;0.0;0.0;0.0;100.0;26;5.2;22.6
Zacharovce;obec;;;;;;;;;;;;áno;nie;áno;nie;23;82.6;82.6;0.0;0.0;100.0;112;4.9;27.1
Zacharovce;obec;intravilán/extravilán;mimo obce;2000;;nevysporiadané;áno;nie;áno;nie;nie;iná;;;;;5;20.0;20.0;0.0;0.0;100.0;33;6.8;
Zacharovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;18;100.0;100.0;0.0;0.0;100.0;79;4.4;
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES VEĽKÝ KRTÍŠ;;;;;;;;;;;;;;;;;;;;;;;;;
Bušince;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;94;98.9;85.1;0.0;*;88.3;367;3.9;26.6
Čeláre;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;14;100.0;14.3;0.0;0.0;42.9;37;2.6;7.3
Čelovce;obec;;;;;;;;;;;;áno;nie;áno;nie;43;65.1;69.8;0.0;0.0;100.0;224;5.2;52.0
Čelovce;obec;intravilán;na okraji;;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;13;7.7;0.0;0.0;0.0;100.0;52;4.2;
Čelovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;30;90.0;100.0;0.0;0.0;100.0;172;5.7;
Červeňany;obec;intravilán;integrované/rozptýlené;;;nevysporiadané;nie;nie;áno;nie;áno;;áno;nie;áno;nie;2;100.0;0.0;0.0;0.0;100.0;20;10.0;55.6
Dačov Lom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;8;100.0;37.5;0.0;0.0;100.0;40;5.0;9.4
Dolná Strahová;obec;intravilán;integrované/koncentrované;;;čiastočne vysporiadané;áno;čiastočne;áno;čiastočne;áno;*;áno;áno;áno;áno;7;100.0;100.0;42.9;28.6;85.7;41;5.1;2.7
Dolné Plachtince;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;nie;áno;nie;áno;*;áno;nie;áno;áno;11;100.0;45.5;0.0;0.0;100.0;80;7.3;12.9
Dolné Strháre;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;4;75.0;75.0;0.0;0.0;75.0;9;3.5;5.4
Horná Strehová;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;áno;2;100.0;0.0;0.0;0.0;100.0;36;18.0;18.5
Horné Strháre;obec;intravilán;integrované/koncentrované;;;vysporiadané;nie;nie;áno;nie;áno;*;nie;nie;áno;nie;15;100.0;20.0;0.0;0.0;100.0;70;4.7;31.4
Hrušov;obec;;;;;;;;;;;;áno;nie;áno;nie;15;33.3;33.3;0.0;0.0;100.0;138;9.2;15.3
Hrušov;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;5;100.0;100.0;0.0;0.0;100.0;57;11.4;
Hrušov;obec;intravilán/extravilán;na okraji;;;čiastočne vysporiadané;áno;nie;čiastočne;nie;čiastočne;žiadna;;;;;10;0.0;0.0;0.0;0.0;100.0;81;8.1;
Chrastice;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;nie;nie;*;nie;nie;áno;áno;4;50.0;0.0;0.0;0.0;100.0;47;11.8;8.1
Chrťany;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;5;100.0;60.0;0.0;0.0;100.0;20;4.0;1.5
Ipeľské predmostie;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;8;100.0;50.0;0.0;50.0;100.0;46;5.8;7.1
Kosihovce;obec;;;;;;;;;;;;nie;nie;áno;čiastočne;21;38.1;0.0;0.0;28.6;100.0;150;7.3;25.1
Kosihovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;čiastočne;áno;;;;;;7;100.0;0.0;0.0;85.7;100.0;70;10.0;
Kosihovce;obec;intravilán;mimo obce;150;železnica;čiastočne vysporiadané;nie;nie;áno;nie;áno;asfaltová;;;;;14;7.1;0.0;0.0;0.0;100.0;80;6.0;
Kosihy nad Ipľom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;8;75.0;12.5;0.0;0.0;100.0;29;3.6;12.6
Ľuboriečka;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;9;100.0;*;0.0;0.0;100.0;33;3.7;10.0
Malé Zlievce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;čiastočne;čiastočne;áno;;áno;nie;áno;čiastočne;12;83.3;83.3;0.0;8.3;83.3;42;3.7;16.5
Malý Krtíš;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;čiastočne;áno;;áno;čiastočne;áno;čiastočne;15;100.0;66.7;66.7;13.3;93.3;43;2.9;9.9
Modrý Kameň;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;15;100.0;66.7;0.0;0.0;100.0;130;12.0;9.0
Muľa;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;26;100.0;30.8;0.0;0.0;100.0;186;7.2;64.8
Nová Ves;obec;intravilán;na okraji;;;vysporiadané;áno;áno;áno;nie;nie;*;áno;áno;áno;áno;10;100.0;100.0;100.0;0.0;100.0;33;3.3;9.0
Opava;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;4;100.0;50.0;0.0;0.0;100.0;17;3.3;13.6
Pôtor;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;čiastočne;áno;;áno;čiastočne;áno;čiastočne;22;100.0;68.2;40.9;13.6;100.0;160;7.3;19.9
Sečianky;obec;intravilán;*;*;*;čiastočne vysporiadané;áno;nie;áno;nie;áno;*;áno;nie;áno;čiastočne;4;100.0;25.0;0.0;0.0;100.0;26;6.5;6.4
Senné;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;nie;4;100.0;75.0;0.0;0.0;100.0;13;3.3;5.0
Sklabina;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;32;100.0;100.0;0.0;*;96.9;157;4.9;18.3
Slovenské Ďarmoty;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;;áno;nie;áno;nie;2;100.0;0.0;0.0;0.0;100.0;21;10.5;12.4
Slovenské Kľačany;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;čiastočne;5;100.0;60.0;0.0;0.0;80.0;18;3.6;11.0
Stredné Plachtince;obec;;;;;;;;;;;;áno;nie;áno;čiastočne;15;100.0;20.0;0.0;0.0;100.0;90;6.0;14.8
Stredné Plachtince;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;3;100.0;0.0;0.0;0.0;100.0;30;10.0;
Stredné Plachtince;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;;;;;12;100.0;25.0;0.0;0.0;100.0;60;5.0;
Sucháň;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;10;90.0;60.0;0.0;0.0;90.0;65;6.9;21.2
Suché Brezovo;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;3;100.0;100.0;0.0;0.0;100.0;13;3.0;9.9
Veľká nad Ipľom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;čiastočne;nie;čiastočne;;áno;nie;áno;čiastočne;4;100.0;0.0;0.0;0.0;75.0;23;8.8;5.3
Veľké Zlievce;obec;;;;;;;;;;;;áno;nie;áno;čiastočne;40;100.0;80.0;0.0;27.5;100.0;170;4.3;33.9
Veľké Zlievce;obec;extravilán;mimo obce;1000;kopec;čiastočne vysporiadané;áno;nie;áno;nie;áno;iná;;;;;8;100.0;0.0;0.0;0.0;100.0;32;4.0;
Veľké Zlievce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;áno;;;;;;32;100.0;100.0;0.0;34.4;100.0;138;4.3;
Veľký Kiarov;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;čiastočne;9;100.0;11.1;0.0;0.0;100.0;43;13.7;35.0
Veľký Krtíš;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;;áno;áno;áno;áno;200;100.0;*;*;*;*;1000;5.0;7.1
Veľký Lom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;9;100.0;11.1;0.0;0.0;100.0;60;6.8;25.1
Vieska;obec;;;;;;;;;;;;áno;nie;áno;áno;14;100.0;0.0;0.0;28.6;92.9;70;5.0;34.1
Vieska;obec;intravilán;integrované/koncentrované;;;nevysporiadané;nie;nie;áno;nie;áno;*;;;;;6;100.0;0.0;0.0;0.0;83.3;28;4.7;
Vieska;obec;intravilán;na okraji;;;vysporiadané;áno;nie;áno;nie;áno;asfaltová;;;;;4;100.0;0.0;0.0;0.0;100.0;24;6.0;
Vieska;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;4;100.0;0.0;0.0;100.0;100.0;18;4.5;
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ZVOLEN;;;;;;;;;;;;;;;;;;;;;;;;;
Breziny;obec;intravilán;mimo obce;500;;čiastočne vysporiadané;áno;nie;áno;nie;áno;iná;áno;nie;áno;nie;17;88.2;100.0;0.0;0.0;100.0;121;7.1;36.4
Budča;obec;;;;;;;;;;;;áno;čiastočne;áno;áno;13;84.6;69.2;0.0;0.0;84.6;100;7.7;8.7
Budča;obec;intravilán;mimo obce;50;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;6;66.7;66.7;0.0;0.0;66.7;34;5.7;
Budča;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;7;100.0;71.4;0.0;0.0;100.0;66;9.4;
Dobrá Niva;obec;extravilán;mimo obce;10000;;vysporiadané;nie;nie;áno;nie;nie;žiadna;áno;čiastočne;áno;áno;2;0.0;0.0;0.0;0.0;0.0;13;4.0;0.7
